titulo,precio,cantidad_visitas,fecha_publicacion,referencia,m2_constr,m2_utiles,dormitorios,banos,titularanuncio,descripcion_larga,amueblado,alarma,num_pisos,num_plantas,puerta_seguridad,acceso_minusvalido,porteria,terraza,zonas_verdes,planta,garaje,trastero,gastos_comunidad,tiene_piscina,exterior,tipo_fachada,tipo_suelo,calefaccion,aire_acondicionado,antiguedad,ascensor,agua_caliente,estado,emisiones_CO2,consumo_energia,armarios,orientacion,url,nombre_oficina,nuda_propiedad,web,fecha_descarga,tipologia,calle,distrito,cod_distrito,barrio,cod_barrio,codigo_Postal
"Piso en venta en Madrid, Madrid",340.0, 767,12/09/2024,RP3162024130170,110.0, 83 ,3.0,2,,Redpiso El Cañaveral VENDE VIVIENDA en una de las zonas con más potencial y desarrollo de Madrid.,,,,,,,,,,,1,1,,,1,,,,,,1,, Perfecto Estado,,, 4,,https://www.redpiso.es/inmueble/piso-en-venta-en-madrid-madrid-RP3162024130170,EL CAÑAVERAL,,redpiso,28/10/2024,Piso,, Vicálvaro,19,El Cañaveral,194,28032
"Piso en venta en Buenavista, Carabanchel",340.0, 1203,16/08/2024,RP442024129506,98.0, 74 ,3.0,2,,"¡Tu nuevo hogar te espera en el Pau de Carabanchel!.
Redpiso vende esta luminosa vivienda en primera planta con una orientación sureste. La distribución de la vivienda maximiza cada rincón, con un recibidor acogedor, cocina con tendedero cubierto, amplio salón, tres cómodos dormitorios y dos baños, uno de ellos en suite con ventana y plato de ducha, ¡perfecto para tu comodidad!.
Esta vivienda ofrece confort ya que cuenta con calefacción individual de gas natural y aire acondicionado por conductos para mantener una temperatura ideal en cualquier temporada del año, los armarios empotrados en dos de los dormitorios nos proporcionan un almacenamiento organizado, los suelos son de tarima, las puertas de madera y las ventanas de climalit que nos garantiza un ambiente tranquilo y eficiente en términos energéticos. 
El precio de la vivienda incluye una plaza de garaje donde tu vehículo estará seguro y un trastero para organizar y almacenar tus pertenencias. 
Disfruta de las comodidades de una urbanización cerrada con conserje, piscina, amplias zonas ajardinas, parque infantil y gimnasio. 
Esta ubicación ofrece todo lo que necesitas, con todos los servicios a tu alcance, desde supermercados, colegios, bancos, restaurantes, farmacias, hasta centros de salud, tiene una excelente conectividad mediante una amplia red de transporte público EMT (35, 118, 155, E1, SE, 481, 482, 491, 492, 493, N16 y N17) y a escasos 8 minutos del metro La Peseta (línea 11) que nos con la Línea 6 (circular) y el intercambiador de Plaza Elíptica. Acceso rápido a carreteras principales M-40, M-45, R5 y A-42. Se encuentra próxima a los centros comerciales Islazul y Sambil Outlet para todas tus compras y entretenimiento. En Redpiso, nos preocupamos por ti, por eso contamos con un departamento financiero propio para facilitar la gestión de tu hipoteca. ¡¡No dudes en visitar esta vivienda y dejar que nuestro equipo experto te asesore de manera gratuita!! La confianza de un líder en el mercado inmobiliario. ¡¡Nosotros sí vendemos!!. El Precio no incluye impuestos, honorarios ni gastos de compraventa. ¡Contáctanos hoy mismo para más detalles y para programar una visita!.",,,,,,,,,,1.0,1,,,,,,,,,,,, A reformar,32 ,163 KW , 3, Sureste,https://www.redpiso.es/inmueble/piso-en-venta-en-buenavista-carabanchel-madrid-madrid-RP442024129506,PAU CARABANCHEL,,redpiso,28/10/2024,Piso,,Carabanchel,11,Buenavista,116,28025
"Piso en venta en CALLE OCAÑA, Aluche, Latina",345.0, 680,22/02/2024,RP2092024123908,139.0, 123 ,4.0,2,"FANTÁSTICA VIVIENDA. 139*M2, GARAJE OPCIONAL NO INLCUIDO EN EL PRECIO","¡OPORTUNIDAD! Redpiso pone a su disposición esta fabulosa vivienda en urbanización cerrada con 139m2 en una planta baja. Muy tranquilo y con privacidad, consta de 4 dormitorios (1º: 15,54m2, 2º: 10,92m2, 3º 9,83m2 y ultimo 4º:8,57m2) 2 baños con bañera, uno de ellos en Suite, salón con salida a una estupenda terraza cerrada, cocina amplia y plaza de garaje de acceso directo al edificio por 10.000€ ADICIONALES no incluida en el pecio. Comunidad de 100 euros mensuales, agua aparte. La vivienda posee un gran potencial para actualizarla, calefacción individual por gas natural y suelo de parquet en perfecto estado. 
Ubicada en la zona de Aluche (Calle Ocaña), su ubicación es inmejorable, ya que tiene a su disposición comercios, zonas verdes y colegios. Se encuentra a un kilómetro del metro de Aluche y de Eugenia de Montijo. 
Además, contamos con asesoramiento financiero gratuito y sin ningún tipo de compromiso, en el que nuestros asesores le comentarán las mejores condiciones de financiación actuales. Agencia inmobiliaria de Madrid - REDPISO ALUCHE.",,,,,,,,,,,,,,,1,,,,,,1, Individual, A reformar,,,, Sur,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-ocana-aluche-latina-madrid-madrid-RP2092024123908,ALUCHE-OCAÑA,,redpiso,28/10/2024,Piso,CALLE OCAÑA,Latina,10,Aluche,104,28047
"Piso en venta en CALLE Quintana, Argüelles, Moncloa-Aravaca",349.9, 1115,25/10/2023,RP712023120006,74.0, 61 ,1.0,1,Piso en venta en Calle Quintana,"¿Quieres vivir en uno de los mejores barrios de Madrid? ¿Te apetece estar a tan solo 1 minuto andando del Parque del Oeste? Desde Redpiso Moncloa-Argüelles ofrecemos un fantástico piso a reformar en la calle Quintana. Se trata de una vivienda  luminosa y amplia. El inmueble se distribuye en 74 metros cuadrados. Cuenta con 1 amplio salón con chimenea, 1 baño completo, 1 dormitorio, cocina y terraza. Los servicios de calefacción y agua caliente están centralizados, suelos de tarima y ventanas de madera. Además, dispone de aire acondicionado. La finca cuenta con portero físico y ascensor, presentando muy buen estado de conservación. Si buscas un inmueble ideal para tu familia o para empezar a vivir con tu pareja, dada su alta rentabilidad, no lo dudes y ¡ven a visitarlo! La zona cuenta con todo tipo de servicios necesarios, comercios, tiendas, colegios, guarderías, oficina de correos, centro de salud, sucursales bancarias, zona universitaria, zonas verdes (a 550 metros del Parque del Oeste y a 300 metros de la Rosaleda). A tan solo 650 metros del metro Argüelles y bien comunicado por varias líneas de autobuses. Las principales vías de acceso son M-30 y A-6. ¡Llámanos al 91 230 49 49 y visítalo! Financiación 100% con nuestro departamento financiero Dcredit. ¡Contacte con nosotros sin compromiso!",,,,,,,,,,,,,,,,,, Central,1,,1, Central, Perfecto Estado,,, 1, Noroeste,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-quintana-arguelles-moncloa-aravaca-madrid-madrid-RP712023120006,MONCLOA,,redpiso,28/10/2024,Piso,CALLE Quintana,Moncloa-Aravaca,9,Argüelles,92,28008
"Piso en venta en CALLE MIGUEL MAYOR, Opañel, Carabanchel",350.0, 367,30/05/2024,RP1072024127089,207.0, 189 ,5.0,2,"ESTUDIO PRADERA DE SAN ISIDRO, S.L., VENDE LOCAL  apto para CAMBIO DE USO A VIVIENDA.","ESTUDIO PRADERA DE SAN ISIDRO, S.L., VENDE LOCAL  apto para CAMBIO DE USO A VIVIENDA. Se trata de una planta baja dúplex: En la planta sótano se encuentra el gimnasio de 62 m2, cuatro estancias, recibidor, aseo y trastero. En la planta calle se encuentran cuatro estancias, aseos y recibidor.  ITE SUBSANADA 2018 (Estado general de fachadas, exteriores y medianeras). Próxima ITE 2025. A 800 metros (10 minutos) del metro URGEL (L5) y a 550 metros (8 minutos) del metro PLAZA ELÍPTICA.  Mercadona, Plaza Día, etc. El local se encuentra en una de las mejores zonas de Carabanchel con una excelente comunicación con línea 5 de Metro, paradas de autobús (34, 35, 118, 119, 526) y acceso a M-30. Próximo a Madrid Río, zonas de comercio y colegios. No dude en visitar nuestra página web www.redpiso.es. / / / Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual. *El precio no incluye el Impuesto de Transmisiones Patrimoniales (Max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni los gastos notariales y/o registrales (según el caso).",,,,,,,,,,,,,,,,, Gres,,1, 1970,,, Perfecto Estado,47 ,255 KW ,,,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-miguel-mayor-opanel-carabanchel-madrid-madrid-RP1072024127089,MARQUÉS DE VADILLO-MADRID RIO,,redpiso,28/10/2024,Piso,CALLE MIGUEL MAYOR,Carabanchel,11,Opañel,112,28019
"Ático en venta en CALLE ZABALETA, Prosperidad, Chamartín",350.0, 258,11/09/2024,RP1282024130144,44.0,,1.0,1,SE VENDE ÁTICO  EN CALLE ZABALETA!!,"Espectacular ático en el barrio de Prosperidad, totalmente reformado y diseñado para ofrecer la máxima comodidad y luminosidad. Con una ubicación privilegiada en una de las zonas más deseadas de Madrid, este inmueble está listo para convertirse en tu nuevo hogar. Cuenta con un amplio salón que ha sido ampliado gracias a un cerramiento, lo que permite aprovechar al máximo el espacio. Sus grandes ventanales proporcionan una excelente entrada de luz natural. Además, el salón tiene acceso a una acogedora terraza privada, ideal para disfrutar del aire libre y relajarse. La cocina es independiente y está completamente equipada, con salida directa a una terraza-lavadero que aporta funcionalidad extra. Dispone de un dormitorio y un baño con acabados de calidad. Este ático también incluye un trastero y una plaza de garaje en el mismo edificio, lo que añade comodidad a la oferta. El inmueble cuenta con calefacción individual y aire acondicionado, para garantizar el máximo confort durante todo el año. Ubicado en una zona muy deseada de Madrid, cerca de todos los servicios, como supermercados, colegios, transporte público y zonas verdes, este ático ofrece una combinación perfecta de confort y estilo de vida urbano. No pierdas la oportunidad de adquirir este increíble ático en Prosperidad. ¡Contáctanos para más información o para concertar una visita",,,,,,,,,,,1,1,,,1,,, Individual,1,,1,, Perfecto Estado,,,, Oeste,https://www.redpiso.es/inmueble/atico-en-venta-en-calle-zabaleta-prosperidad-chamartin-madrid-madrid-RP1282024130144,PROSPERIDAD,,redpiso,28/10/2024,Ático,CALLE ZABALETA,Chamartín,5,Prosperidad,52,28002
Apartamento en venta en Chamartín,350.0, 155,17/06/2019,RP140201957854,54.0,,1.0,1,"Chamartín, totalmente reformado.","Redpiso ofrece a la venta  piso en zona de  Chamartín. Se trata de una planta baja con reforma a estrenar.  Consta de 54 m2 distribuidos en, 1 amplio dormitorio, un  baño con plato de ducha, 2 armarios empotrados,  cocina totalmente equipada y  abierta al espacioso salón.  Los suelos son de tarima,  la calefacción es por aire acondicionado frío/calor  y el agua caliente es por termo eléctrico. Se vende totalmente amueblado segun fotografias.
Orientación oeste.
La  entrada  es independiente, con acceso a minusválidos y vistas al hermoso jardín del edificio.
De la zona: perfectamente ubicado. A 3 min de las 4 torres y la Torre Caleido, mejor conocida como la 5ta torre, que alberga un Campus Universitario del Instituto de Empresa, un Centro sanitario de Quirón salud y galerías comerciales, que han traído consigo modernidad y estética a la zona; y a 8 min de la Estación de Chamartín complejo ferroviario que centraliza todas la comunicaciones desde Madrid hacia el noroeste de la península ibérica. 
Por más información te esperamos en nuestra oficina.",,,,,,,,,,,,,,,1,,,,1,,, Individual, Perfecto Estado,,, 2, Oeste,https://www.redpiso.es/inmueble/apartamento-en-venta-en-chamartin-madrid-madrid-RP140201957854,PLAZA CASTILLA-CHAMARTIN,,redpiso,28/10/2024,Apartamento,,Chamartín,5,Castilla,56,28046
"Apartamento en venta en CALLE SAN GERMÁN, Cuatro Caminos, Tetuán",350.0, 900,20/02/2024,RP2332024123837,70.0, 70 ,2.0,2,,"Redpiso pone a la venta en exclusiva estos dos estudios separados por puerta de seguridad. Ideal para inversión ya que dispone de una licencia turística y están totalmente equipados.
Ambos están en perfectas condiciones ya que disponen de ambos baños y cocinas reformadas, además de aire acondicionado.
Disponen de 2 accesos diferentes, directo a la calle con portal independiente o desde el patio del portal comunitario.
Ubicación excelente y comunidad muy económica.",,,,,,,,,,,,,,,1,,,,1,,1,, Perfecto Estado,,,, Norte,https://www.redpiso.es/inmueble/apartamento-en-venta-en-calle-san-german-cuatro-caminos-tetuan-madrid-madrid-RP2332024123837,CUATRO CAMINOS-BERNABÉU,,redpiso,28/10/2024,Apartamento,CALLE SAN GERMÁN,Tetuán,6,Cuatro Caminos,62,28020
"Piso en venta en CALLE FRANCISCO GRANDE COVIAN, El Cañaveral - Los Berrocales, Vicálvaro-Ambroz-Centro-Valdebernardo-Valderribas",350.0, 217,21/10/2024,RP3162024131513,103.0, 87 ,3.0,,,"Redpiso El Cañaveral VENDE VIVIENDA en una zona en plena expansión al sureste de Madrid, con todos los servicios a tu alcance.",,,,,,,,,,,1,1,,1,1,,,,,,1,, Perfecto Estado,,,,,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-francisco-grande-covian-el-canaveral-los-berrocales-vicalvaro-ambroz-centro-valdebernardo-valderribas-madrid-madrid-RP3162024131513,EL CAÑAVERAL,,redpiso,28/10/2024,Piso,CALLE FRANCISCO GRANDE COVIAN, Vicálvaro,19,El Cañaveral,194,28032
"Piso en venta en CALLE CAMARENA, Aluche, Latina",353.0, 376,24/07/2024,RP2092024128957,100.0, 85 ,3.0,1,"Piso en venta en CALLE CAMARENA, Aluche, Latina, Madrid, Madrid","""¡Increíble oportunidad! Redpiso pone a su disposición en exclusiva este espacioso y reformado piso en primera planta con ascensor, ubicado en una zona privilegiada. Este luminoso piso cuenta con 3 habitaciones, 1 baño, cocina independiente con salida a un tendedero cubierto, amplio salón con terraza incorporada. Con una superficie de 100 m2 construidos y 85 m2 útiles. Además, cuenta con portero físico, calefacción central con contador individual y una plaza de garaje subterránea. ¡No dejes pasar esta oportunidad de adquirir tu nuevo hogar! Contacta con nosotros para más información y visita llamando al 667.868.440, al correo: aluche@redpiso.es, por la plataforma oficial de REDPISO o Idealista. Además, contamos con asesoramiento financiero gratuito y sin ningún tipo de compromiso, en el que nuestros asesores le comentarán las mejores condiciones de financiación actuales. ¡Haz de este piso tu casa en Aluche!",,,,,,,,,,1.0,1,,,,1,,,,,,1,, Perfecto Estado,,,, Sur,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-camarena-aluche-latina-madrid-madrid-RP2092024128957,ALUCHE-OCAÑA,,redpiso,28/10/2024,Piso,CALLE CAMARENA,Latina,10,Aluche,104,28047
"Piso en venta en CALLE EUGENIA DE MONTIJO, Carabanchel",355.0, 300,22/08/2019,RP104201960485,100.0, 100 ,3.0,2,REDPISO EUGENIA DE MONTIJO VENDE,"REDPISO EUGENIA DE MONTIJO VENDE Fabulosa vivienda de tres dormitorios en urbanización cerrada con piscina. La vivienda se distribuye en hall recibidor, salón amplio independiente. Dispone de cocina equipada con tendedero cubierto y dos baños. Los dormitorios cuentan con armarios empotrados. La vivienda cuenta con calefacción individual de gas natural. Esta vivienda se vende con plaza de garaje INCLUIDA en el precio. Llámanos HOY!!! Excelente ubicación calle Eugenia de Montijo, próximo a comercios, farmacias, supermercados, colegios ( SAN GABRIEL - SANTA RITA - LA MILAGROSA ), centro de salud (NUESTRA SEÑORA DE FÁTIMA). Dispone de fáciles accesos a las principales vías, Avenida de los Poblados, La M-30 y la M-40 además de tener una excelente comunicación en el transporte público líneas de bus 17, 34, 35, 108, , 118, 121, 131, 139, 155 y linea 5 de metro. Posibilidad de financiación hasta el 100% - Consulte con nuestro departamento financiero El precio no incluye gastos derivados de la compra del inmueble. REDPISO TU HOGAR NUESTRO COMPROMISO! 
VISITAS A PARTIR DE OCTUBRE 2024",,,,,,,,,,,1,,,,1,,,,,,1,, Depende del precio,,, 5,,https://www.redpiso.es/inmueble/piso-en-venta-en-calle-eugenia-de-montijo-carabanchel-madrid-madrid-RP104201960485,CARABANCHEL EUGENIA DE MONTIJO,,redpiso,28/10/2024,Piso,CALLE EUGENIA DE MONTIJO,USERA               ,12,ORCASUR             ,2,28041
Ático en venta en Villaverde,355.0, 255,01/08/2024,RP472024129196,104.0,,3.0,3,,"Redpiso Villaverde Alto gestiona la venta de ático dúplex de 105 m2, luminosa, con ascensor; está distribuida en 3 dormitorios, salón, cocina, 2 baños, 1 aseo y terraza de 15m2. 

Cuenta con plaza de garaje incluida en el precio.

La vivienda cuenta con climatización de suelo radiante refrescante (Frio/calor). Suelos de cerámica, ventanas de aluminio con rotura de puente térmico, doble acristalamiento y cámara de gas argón, puertas interiores de macizas lacadas en blanco y puerta principal blindada. 

Este edificio ECO dispone de un potente sistema de producción fotovoltaica (placas solares). Esto supone que las personas privilegiadas que adquieran esta vivienda tendrán de un gran ahorro en sus facturas de consumo de luz; la fachada cuenta con un especial sistema de aislamiento térmico de exteriores. 

Se encuentra a 3 minutos de Metro y RENFE de Villaverde Alto. Al lado de todo tipo de comercios y servicios tales como supermercados, tiendas, bancos, centro de salud, farmacias, parques, institutos y colegios. 

A 5 minutos de carreteras como M-30; M-40; M-45; Avenida de Andalucía, carretera de Toledo y centro comercial “Westfield ParqueSur”. ¡Visite sin compromiso! Agencia inscrita en RAIN Nº 000596/20 con lo que os ofrecemos servicio completo de personal formado. Profesionales con más de 20 años de experiencia. Además disponemos de seguro de caución y responsabilidad civil para que su señal esté protegida!",,,,,,,,,,,1,,,,1,,, Suelo Radiante,,,1, Placas Solares, Perfecto Estado,,,, Oeste,https://www.redpiso.es/inmueble/atico-en-venta-en-villaverde-madrid-madrid-RP472024129196,VILLAVERDE ALTO,,redpiso,28/10/2024,Ático,,Villaverde,17,Villaverde Alto,171,28021
