title;url;P;precio;precio_anterior;descuento;EUR/m2;m2_constr;ciudad;distrito;cod_distrito;barrio;cod_barrio;zona;calle;title2;consumoce_ano;letrace;emisiones_co2;tipologia;propiedad_completa;estado;amueblado;planta;habitaciones;dormitorios;banos;balcon;terraza;garaje;trastero;ascensor;porteria;acceso_minusv;calefaccion;ano_construccion;plantas_edificio;aire_acondicionado;jardin;gastos_comunidad;inmueble_ingresos;alquiler_opcion_a_compra;disponibilidad;usufructo;nuda_propiedad;derecho_superficie;sup_comercial;tipo_inmueble;armario_empotrado;buhardilla;cancha_tenis;carpinteria_exterior_doble_vidrio/pvc;carpinteria_exterior_doble_vidrio/madera;carpinteria_exterior_doble_vidrio/metal;carpinteria_exterior_triple_vidrio/madera;carpinteria_exterior_triple_vidrio/metal;carpinteria_exterior_vidrio/pvc;carpinteria_exterior_vidrio/madera;carpinteria_exterior_vidrio/metal;chimenea;cocina_1;fibra_optica;hidromasaje;instalacion_tv_centralizada;instalacion_tv_individual;exterior;interior;interior_y_exterior;orientacion_este;orientacion_norte;orientacion_norte,_sur;orientacion_oeste;orientacion_sur;orientacion_sur,_este;piscina;porton_electrico;puerta_blindada;sistema_alarma;videoportero;lujosa;read_all
Piso de tres habitaciones Calle Calero Pita, Entrevías, Madrid;https://www.indomio.es/anuncios/96950279/;161.000;161000;;;1.809;89;Madrid; Puente de Vallecas;13;Entrevías;131;Entrevías;calle calero pita;Piso de tres habitaciones Calle Calero Pita;desconocido;G;No indicado;Piso;;;;4;3;3.0;1;;;;;;;;;;;;Sin jardín;;;;;;;;;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Presentamos este encantador piso de segunda mano en Madrid, ideal para familias que buscan un hogar acogedor y bien ubicado. Con una superficie de 89 m construidos, la vivienda se distribuye en tres amplias habitaciones, un luminoso salón-comedor, una cocina funcional y un aseo. Este piso cuenta con todos los servicios necesarios a su alrededor, proporcionando una vida cómoda y conveniente. A pocos pasos se encuentran la escuela CEIP Francisco Ruano, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos y la estación de tren Asamblea de Mad. Entrevías, facilitando la movilidad y acceso a diversos puntos de la ciudad. Además, la propiedad ofrece fácil acceso a la Autovía del Sur, mejorando aún más la conectividad. Madrid, la capital de España, es una ciudad vibrante y dinámica que ofrece una calidad de vida excepcional. Con su rica historia, cultura, gastronomía y una amplia oferta de ocio y entretenimiento, Madrid se convierte en un lugar atractivo para vivir. La ciudad combina la modernidad con tradiciones, brindando una experiencia única a sus residentes. Para aquellos interesados en explorar más a fondo esta propiedad, se dispone de un tour virtual que permite conocer cada detalle del piso desde la comodidad de su hogar. La propiedad cuenta con una certificación energética categoría G. No pierdas la oportunidad de vivir en una de las zonas más deseadas de Madrid, en un piso que ofrece todo lo necesario para disfrutar de una vida familiar plena y confortable. Contáctanos para más información y para programar una visita!
Piso de tres habitaciones Calle de Tánger, Portazgo, Madrid;https://www.indomio.es/anuncios/96988811/;170.000;170000;;;1.889;90;Madrid; Puente de Vallecas;13;Portazgo;135;Portazgo;calle de tanger;Piso de tres habitaciones Calle de Tánger;desconocido;;Inclasificable;Piso;;Para reformar;Sólo cocina amueblada;3;3;3.0;2;No;No;;No;No;;No;;;;;Sin jardín;;;;Libre;;;;;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;1;;0;0;;;;0;;0;0;0;0;0;0;***SIN COMISIONES DE AGENCIA INMOBILIARIA ***Este piso se encuentra en Calle de Tánger, 28018, Madrid, situado en el distrito de Puente de Vallecas, zona Portazgo. Es un piso que tiene 90 m2 de los cuales 72 m2 son útiles y dispone de 3 habitaciones y 2 baños.Consta de hall recibidor, salón independiente con salida a terraza, cocina con tendedero, distribuidor, dormitorios y baños.Ubicado cerca de todos los servicios necesarios.Soluciones a su medida
Piso de tres habitaciones Camino de Valderribas, Numancia, Madrid;https://www.indomio.es/anuncios/97006685/;275.000;275000;;;2.254;122;Madrid; Puente de Vallecas;13;Numancia;136;Numancia;;Piso de tres habitaciones Camino de Valderribas;desconocido;;No indicado;Piso;;;;;3;3.0;1;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Housfy vende piso en Puente de Vallecas, Madrid, un espacio para disfrutar en tu día a día.Detalles del inmueble:-1º planta exterior en finca de 1960.- Espléndido piso de 122 m2 en Numancia. (Los metros cuadrados están verificados con la Dirección General de Catastro)- Contamos con todas las comodidades posibles de 3 habitaciones y 1 baño completo.- Amplio salón comedor con acceso a terraza.- Con una efectiva cocina independiente.- Disfruta de la opción de armario empotrado.-Amplias posibilidades de reforma.Con fácil acceso y servicios que facilitarán y mejorarán tu día a día.No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños.El precio de venta no incluye gastos de la compraventa como notaría, registro, impuestos, ni tampoco honorarios agencia. Esta publicación no es vinculante. Consulta siempre la nota simple con Housfy antes de formalizar la compraventa.Sobre nosotros.Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922.Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico.¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy.com.
Piso de tres habitaciones de Concejo de Teverga, Entrevías, Madrid;https://www.indomio.es/anuncios/97004355/;398.000;398000;;;2.803;142;Madrid; Puente de Vallecas;13;Entrevías;131;Entrevías;;Piso de tres habitaciones de Concejo de Teverga;180;E;No indicado;Piso;;;;;3;3.0;2;;No;;;Sí;;;;;;;Sin jardín;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;EXTRAORDINARIO Y MODERNO LOFT ESTILO NEWYORKINO, REFORMADO ÍNTEGRAMENTE, CON GRAN SALÓN EN DOBLE ALTURA, 2 SUITES CON BAÑOS INCORPORADOS, Y EXCELENTES CALIDADES CONSTRUCTIVAS. IDEAL PARA PAREJAS JÓVENES O COMO INVERSIÓN!El piso destaca por la luminosidad y flexibilidad en su distribución en 2 cómodas plantas y la soleada orientación sureste ofrecida por un gran ventanal que da a la calle. El piso se vende amueblado.PLANTA PRINCIPALEntramos a la vivienda a través de un HALL de acceso de 9 m2, y hacia la izquierda ya apreciamos el LOFT en todo su esplendor, un GRAN SALONCOMEDOR en doble altura de unos 22 m2. Hacia la derecha del mismo tenemos la posibilidad de acceder a la COCINA americana, de unos 10 m2, con barra para desayuno incorporada, que está comunicada con un BAÑOLAVADERO de unos 6 m2 o hacia un DORMITORIO / DESPACHO para teletrabajo, de unos 10 m2, al que podemos ver desde la cocina, mediante una ventana, que le aporta luz.Estos ambientes se separan o unen mediante una gran puerta corredera que da la flexibilidad de integrar ambos ambientes con el SALÓN. PLANTA ALTAA través de una moderna escalera de peldaños volados, accedemos a la planta alta, donde encontramos un 2º SALÓN de 24 m2 que conecta con 2 dormitorios y una entreplanta con suelo acristalado multiuso con balcón con hermosas vidrieras decorativas hacia el salón de la planta baja.Hacia la izquierda tenemos el DORMITORIO PRINCIPAL, de unos 16 m2 con VESTIDOR y BAÑO EN SUITE de unos 6 m2 con doble seno y ducha.Hacia la derecha contamos con el DORMITORIO 3 de unos 9 m2 con armarios empotrados, también con BAÑO EN SUITE de 4 m2 con ducha y una zona abierta multiuso de 14 m2 con suelo acristalado sobre la entrada y el salón.UBICACIÓNEl piso está situado en una calle tranquila del distrito Puente de Vallecas, en una zona con edificios más modernos y cuidados que destacan dentro del barrio de Entrevías. A solo 5 minutos en tren de Atocha y a 600 metros de la estación de Cercanías Asamblea de Madrid! Una ubicación estratégica que ofrece conexiones rápidas y cómodas al metro, Cercanías y autobuses para moverte fácilmente por toda la ciudad.Está en una zona con gran variedad de comercios y excelente comunicación por su fácil y rápida salida hacia la M-30. MEMORIA CALIDADES PREMIUMSuelos de tarima de madera de Merbau.Paredes y techos de yeso laminado + pintura plástica lisa.Escalera de peldaños volados revestidos de acero CORTEN, con barandillas de vidrio laminar.Panelado de madera y revestimiento de mármol Travertino envejecido en hall.Puertas y frentes de armarios de madera de roble natural teñido color Wengue.Suelo de vidrio en entreplanta.Aire acondicionado con bomba de calor en ambas plantas.Caldera mixta Saunier Duval, mediante radiadores de fundición.En lavadero: Suelo de mármol Macael. Paredes alicatado blanco.En cocina:Suelo de porcelánico gran formatoFrentes de muebles de madera natural.Encimera de granito negro intenso.Electrodomésticos Inox.En baños:Paredes de mármol Travertino.Platos de ducha de mármol Travertino.Mamparas de vidrio templado.Sanitarios y griferias de primera calidad.Carpintería Exterior: Aluminio lacado en color. Acristalamiento CLIMALIT. Persianas aislantes de aluminio con domótica SIN COMISIÓN PARA EL COMPRADORLlama ahora y agenda tu visita!
Piso Peironcely, Entrevías, Madrid;https://www.indomio.es/anuncios/97005327/;138.000;138000;;;2.06;67;Madrid; Puente de Vallecas;13;Entrevías;131;Entrevías;;Piso Peironcely;desconocido;;No indicado;Piso;;;;3;;;;Sí;Sí;;No;No;;;;1969.0;;;Sin jardín;;;;;;;;;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;OPORTUNIDAD VENTA SIN POSESIÓN! El inmueble no se puede visitar interiormente. Este tipo de compra no admite hipoteca. LEA LAS CONDICIONES a continuación. Magnífica oportunidad de piso situado en Madrid, con una inmensa variedad de servicios, tanto de ocio como de necesidad, a su alrededor. La vivienda tiene una superficie construida de 67 m2 y útil 60 m2. Distribuido interiormente en diferentes dependencias y servicios. No dispone de ascensor en el edificio. LA FOTO NO IDENTIFICA LA PROPIEDAD EXACTA DE VENTA, SOLO INFORMA DE LA ZONA. CONDICIONES ESPECIALES DE COMPRA: En este tipo de adquisiciones se requieren una serie de requisitos detallados a continuación: 1º.- No permite hipoteca sobre el inmueble, los bancos no financian estas operaciones. 2º.- VENTA SIN POSESIÓN. LA PROPIEDAD NO SE PUEDE VER INTERIORMENTE, pero sí saber su ubicación exacta y aquellas características detalladas en este anuncio. (no disponemos de fotos del interior). 3º.- La obtención de las llaves dependerá del curso del procedimiento. 4º.- En el caso de que el cliente lo solicite, nuestros profesionales (abogado y procurador) podrán atender su procedimiento judicial hasta la obtención de llaves. Los honorarios de este servicio no están incluidos en el precio, consúltenos. 5º.- Gastos del comprador: ITP (Impuesto sobre Transmisiones Patrimoniales), Registro de la Propiedad y Notaría. El precio de venta está sujeto a la aprobación definitiva por parte de la entidad. Si estás interesado, recibe información inmediata a través del botón de la web: www.trial3.es con acceso a whatsapp.
Piso de una habitación buen estado, Numancia, Madrid;https://www.indomio.es/anuncios/96969655/;149.000;149000;;;3.239;46;Madrid; Puente de Vallecas;13;Numancia;136;Numancia;;Piso de una habitación buen estado;desconocido;E;No indicado;Piso;;Bueno / Habitable;;;1;1.0;1;;;;No;Sí;;;;;;Individual, frío/calor;Sin jardín;;;;;;;;;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Atika Inversiones Inmobiliarias. Consultora especializada en comercializar viviendas de la zona Norte de Madrid, les ofrece este apartamento exterior de un dormitorio, en perfecto estado. Está situado en la planta baja de un conjunto residencial perfectamente ubicado, en una de las zonas más comerciales de la población , una zona residencial en la que predomina la vida familiar a un paso de todos los servicios: Colegios e instituto, polideportivo, centro de salud, farmacia, supermercados, parada de autobús, metro.... La vivienda se distribuye en un amplio salón comedor . Cocina americana amueblada con zona para mesa y sillas. Un amplio dormitorio con armario empotrado y baño completo. Dormitorio con techo alto y con ventana que proporciona gran luminosidad. Cabe resaltar las calidades empleadas en la vivienda, suelos de tarima, ventanas con doble acristalamiento, calefacción de aire acondicionado con bomba de calor y frío tanto en salón como en dormitorio. La zona dispone de plazas de garaje cerca del edificio para poder alquiler. El apartamento es una oportunidad tanto como primera vivienda como para inversores ya que puede ofrecer una alta rentabilidad.
Estudio Calle Josue Lillo, San Diego, Madrid;https://www.indomio.es/anuncios/96934565/;105.000;105000;;;2.333;45;Madrid; Puente de Vallecas;13;San Diego;132;San Diego;calle josue lillo;Estudio Calle Josue Lillo;desconocido;;No indicado;Piso;;;;1;;0.0;;;;;;;;;;;;;Sin jardín;;;;;;;;;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Cómodo piso en Madrid, ideal para parejas. El inmueble consta de 45 m construidos distribuidos en salón-comedor, cocina. Cuenta con todos los servicios necesarios a su alrededor, como la escuela IES Vallecas Magerit, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos y la estación de tren Estación Abroñigal. Cuenta con fácil acceso a Autopista de Circunvalación M-30. Oportunidad de inversión: inmueble procedente de ejecución hipotecaria sin posesión. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.
Piso de una habitación buen estado, San Diego, Madrid;https://www.indomio.es/anuncios/96991501/;85.000;85000;;;1.809;47;Madrid; Puente de Vallecas;13;San Diego;132;San Diego;;Piso de una habitación buen estado;desconocido;;No indicado;Piso;;Bueno / Habitable;;1;1;1.0;1;No;No;;No;No;;;;2006.0;;;Sin jardín;;;;;;;;94.0;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Quieres comprar un piso en venta de Madrid? Excelente oportunidad de adquirir en propiedad esta vivienda con una superficie de 0 m muy bien distribuidos ubicado en la localidad de Madrid, provincia de Madrid. Te gustaría tener más información? No dudes en ponerte en contacto con nosotros. Visita sin compromiso, sin comisiones de intermediación. Más información rellenando el formulario de contacto. Estaremos encantados de atenderte. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.
Piso de tres habitaciones Calle Lagartera, Entrevías, Madrid;https://www.indomio.es/anuncios/97015989/;178.000;178000;;;2.438;73;Madrid; Puente de Vallecas;13;Entrevías;131;Entrevías;calle lagartera;Piso de tres habitaciones Calle Lagartera;desconocido;E;No indicado;Piso;;Bueno / Habitable;;2;3;3.0;1;;;;;;;;;1972.0;;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0; alfa sierra norte  inmobiliariahoy tienes la oportunifdad de obtener tu piso en propiedad.quieres saber como?  sigueme...ubicado en zona de entrevías, una zona que despierta mucho interés, te presentamos para la venta un piso ubicado en segunda planta con ascensor, tres dormitorios .lo mejor? necesitas solo los gastos de escrituración, el resto te lo financiamos, sin comisión de agencia, financiacion del 100%aprovecha esta oportunidad. llamanos sin compromiso y te lo explicamos todopiso en período de puja bancaria
Piso de tres habitaciones Calle Peironcely, Entrevías, Madrid;https://www.indomio.es/anuncios/96950407/;149.500;149500;;;2.492;60;Madrid; Puente de Vallecas;13;Entrevías;131;Entrevías;calle peironcely;Piso de tres habitaciones Calle Peironcely;desconocido;F;No indicado;Piso;;;;4;3;3.0;1;;;;;;;;;;;;Sin jardín;;;;;;;;;;1;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;Piso en Madrid, ideal para familias. La vivienda consta de 60 m distribuidos en 3 habitaciones, salón-comedor, cocina equipada con horno y frigorífico además de 1 aseo. La vivienda tiene suelos de parquet. El inmueble se encuentra en la 4a planta del edificio, sin ascensor. Cuenta con todos los servicios necesarios a su alrededor, como el Colegio Público Francisco Ruano, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos y la estación de tren Asamblea de Madrid-entrevias. Con fácil acceso a Autopista de Circunvalación.
Piso de tres habitaciones Calle De San Claudio, Portazgo, Madrid;https://www.indomio.es/anuncios/96820805/;188.000;188000;;;2.984;63;Madrid; Puente de Vallecas;13;Portazgo;135;Portazgo;calle de san claudio;Piso de tres habitaciones Calle De San Claudio;desconocido;;Inclasificable;Piso;;Bueno / Habitable;;3;3;3.0;1;No;;;;No;;;;;;;;;;;;;;;;;0;;0;0;;0;0;;0;;0;0;;0;;0;0;0;;0;0;;;;0;;0;0;0;0;0;0;¡Descubre tu nuevo hogar en el corazón de Vallecas! Este piso reformado a estrenar de 63 m² es la oportunidad perfecta para quienes buscan un espacio moderno y funcional. El piso ha sido completamente reformado, por lo que quien lo compre podrá disfrutar de un hogar recién hecho, listo para estrenar. Con un diseño contemporáneo que incluye un salón integrado y cocina americana, este espacio es ideal para disfrutar de momentos inolvidables en familia. Con tres dormitorios y un baño completo, este piso es perfecto tanto para familias como para parejas que desean establecerse en un entorno tranquilo y bien equipado.La ubicación es inmejorable: a pocos pasos de la estación de metro Sierra de Guadalupe (Línea 1) y la estación de Renfe Vallecas (líneas C2 y C7), además de contar con múltiples paradas de autobuses en las inmediaciones. La zona está rodeada de supermercados como Mercadona, Carrefour, Ahorramás y Día, así como el tradicional Mercado Villa de Vallecas. Para las familias, la oferta educativa cercana incluye el CEIP Virgen del Cerro, el Colegio San Eulogio y el IES Palomeras-Vallecas.Disfruta de la naturaleza y el aire libre en los espacios verdes del Parque de Palomeras Bajas, perfecto para paseos relajantes o actividades al aire libre. Este piso sin amueblar te brinda la libertad de personalizar cada rincón a tu gusto. Situado en la tercera planta de un edificio con ascensor, ofrece comodidad y accesibilidad. No pierdas la oportunidad de vivir en un barrio que combina tranquilidad, servicios y excelentes conexiones de transporte. ¡Ven a visitarlo y enamórate de tu futuro hogar!En Alpha Artilleros, además, te ofrecemos un asesoramiento financiero y fiscal gratuito, asegurando que puedas realizar tu compra con confianza. ¡Contáctenos sin compromiso!Con nosotros tiene de forma TOTALMENTE GRATUITA el Asesoramiento Financiero y Fiscal.Además, contamos con una infraestructura creada con AUTÉNTICOS PROFESIONALES, dedicados por entero a garantizar un buen servicio para que puedas comprar con total confianza y garantía. En Alpha Hogares, nos encargamos de que el buen trato, la profesionalidad y una gestión perfecta estén siempre a la orden del día, lo que nos convierte en grandes profesionales.Consúltenos sin compromiso alguno, será un placer atenderle y ayudarle a encontrar no solo su vivienda perfecta, ¡sino también su mejor inversión!¡ESTAREMOS ENCANTADOS DE ATENDERLE!
